"Date:May 19, 2016",Location:175 miles off the Egyptian coast,Aboard:66   (passengers:56  crew:10),Fatalities:66   (passengers:56  crew:10),"Summary:The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.The most likely cause was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft. Probable cause was the pilot smoking in the cockpit along with an oxygen leak which caused the fire."
"Date:July 22, 2016","Location:Bay of Bengal, Indian Ocean",Aboard:29   (passengers:23  crew:6),Fatalities:29   (passengers:23  crew:6),"Summary:The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area."
"Date:July 30, 2016","Location:Near Lockhart, Texas",Aboard:16   (passengers:15  crew:1),Fatalities:16   (passengers:15  crew:1),Summary:The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.
"Date:August 05, 2016","Location:Dubai, United Arab Emirates",Aboard:300   (passengers:282  crew:18),Fatalities:0   (passengers:0  crew:0),"Summary:After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire."
"Date:August 31, 2016","Location:Russian Mission, Alaksa",Aboard:5   (passengers:4  crew:1),Fatalities:5   (passengers:4  crew:1),Summary:A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.
"Date:October 24, 2016",Location:Malta International Airport,Aboard:5   (passengers:3  crew:2),Fatalities:5   (passengers:3  crew:2),"Summary:Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya."
"Date:November 28, 2016","Location:Near La Union, Colombia",Aboard:77   (passengers:68  crew:9),Fatalities:71   (passengers:64  crew:7),"Summary:The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble."
"Date:December 03, 2016","Location:Near Tanjung Pinanga, Indonesia",Aboard:13   (passengers:8  crew:5),Fatalities:13   (passengers:8  crew:5),"Summary:The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight."
"Date:December 07, 2016","Location:Near Havlien, Pakistan",Aboard:48   (passengers:42  crew:6),Fatalities:48   (passengers:42  crew:6),"Summary:While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.  Fracture of a turbine blade consequent to one procedure anomaly of PIA maintenance."
"Date:December 18, 2016","Location:Near Wamena, Papua, Indonesia",Aboard:13   (passengers:10  crew:3),Fatalities:13   (passengers:10  crew:3),Summary:The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.
"Date:December 20, 2016","Location:Puerto Carreno, Colombia",Aboard:6   (passengers:0  crew:6),Fatalities:5   (passengers:0  crew:5),"Summary:After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out. Inadequate flight planning by the operator of the aircraft, and by the crew, by failure to properly perform dispatch procedures, take-off performance calculations and verification of limitations imposed by operational conditions of the aerodrome according to the configuration of the aircraft."
"Date:December 25, 2016","Location:Near Adar, Russia",Aboard:92   (passengers:84  crew:8),Fatalities:92   (passengers:84  crew:8),"Summary:The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore. TheThe PIC probably lost spatial orientation while climbing out over ocean."
"Date:January 16, 2017","Location:Bishkek, Kyrgyzstan",Aboard:4   (passengers:0  crew:4),Fatalities:4   (passengers:0  crew:4),"Summary:While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog. The probablle cause of the accident was the missing control of the crew over the aircraft position in relation to the glideslope during the automatic approach, conducted at night in the weather conditions, suitable for ICAO CAT II landing, and as a result, the measures to perform a go-around, not taken in due time with the aircraft, having a significant deviation from the established approach chart, which led to the controlled flight impact with terrain at the distance of 930 m beyond the end of the active runway."
"Date:February 21, 2017","Location:Melbourne, Victoria, Australia",Aboard:5   (passengers:4  crew:1),Fatalities:5   (passengers:4  crew:1),"Summary:The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. The aircraft's rudder trim was likely in the full nose-left position at the commencement of the take-off. The aircraft's full nose-left rudder trim setting was not detected by the pilot prior to take-off. Following a longer than expected ground roll, the pilot took-off with full left rudder trim selected. This configuration adversely affected the aircraft's climb performance and controllability, resulting in a collision with terrain."
"Date:March 10, 2017","Location:Istanbul, Turkey",Aboard:7   (passengers:5  crew:2),Fatalities:7   (passengers:5  crew:2),"Summary:The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots."
"Date:March 27, 2017","Location:Mautaer, Zimbabwe",Aboard:6   (passengers:4  crew:2),Fatalities:6   (passengers:4  crew:2),Summary:While en route the air transport plane collided with Mount Vumba in poor weather conditions.
"Date:May 05, 2017","Location:Charleston, West Virginia",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),"Summary:The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine. The flight crew's improper decision to conduct a circling approach contrary to the operator's standard operating procedures and the captain's excessive descent rate and maneuvering during the approach, which led to inadvertent, uncontrolled contact with the ground."
"Date:May 27, 2017","Location:Tenzing, Nepal",Aboard:3   (passengers:0  crew:3),Fatalities:2   (passengers:0  crew:2),"Summary:The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed. The  probable cause of this accident was aircraft stall as a result of excessive drag created by sudden increase in angle of attack of the aircraft supplemented by low speed in an attempt to initiate immediate climb on a landing configuration warranted by the critical situation of the final phase of flight."
"Date:June 07, 2017","Location:Off Dawei, Myanmar",Aboard:122   (passengers:108  crew:14),Fatalities:122   (passengers:108  crew:14),"Summary:The transport plane carrying military personnel and their familiies, left Myeik for a return trip to Yangon. The aircraft was at FL 180 when contact by air traffic control was lost 29 minutes into the flight. The plane crashed about 20 miles west of Dawei in the Andaman Sea.  The aircraft climbed to FL180 and proceeded along the coast. It passed two areas with cumulonimbus clouds and the flight crew activated the wing anti-icing. At 13:31 hours an alarm was triggered, indicating engine air inlet icing. At the same time, while flying in the vicinity of another area with cumulonimbus clouds, cross wind increased from 8 knots to 42 knots. In these conditions the aircraft stalled and entered a spin. The flight crew failed to recover from the spin and the aircraft impacted the sea."
"Date:June 28, 2017","Location:Mount Gambier, South Australia",Aboard:3   (passengers:2  crew:1),Fatalities:3   (passengers:2  crew:1),Summary:The medical flight crashed 3 km south of Mount Gambier Airport in heavy fog. The plane had just taken off and was bound for Adelaide with a patient and her daughter. Angel Flight is used to help people in rural areas access medical treatment.
"Date:July 10, 2017","Location:Near Itta Bena, Mississipi",Aboard:16   (passengers:14  crew:2),Fatalities:16   (passengers:14  crew:2),"Summary:While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller."
"Date:September 30, 2017","Location:Near Kinshasa, Congo",Aboard:12   (passengers:6  crew:6),Fatalities:12   (passengers:6  crew:6),Summary:The aircraft departed Kinshasa carrying ammunition and 2 vehicles. A few minutes after takeoff the crew reported a technical problem and received permission to make an emergency landing. Shortly after the plane lost control and crashed in flames about 20 km NE of Kinshasa.
"Date:October 12, 2017","Location:Near Cu�lo, Angola",Aboard:7   (passengers:4  crew:3),Fatalities:7   (passengers:4  crew:3),"Summary:The air ambulance crashed en route shortly after the pilot reported a malfunction in the engine, followed by fire."
"Date:October 14, 2017","Location:Abidjan, Ivory Coast",Aboard:10   (passengers:4  crew:6),Fatalities:4   (passengers:4  crew:0),"Summary:The cargo plane, carrying French military cargo, crashed in shallow waters along the coastline while on final approach to Abidjan-Felix Houphouet Boigny Airport. The plane was carrying 6 Moldovan crew members and 4 French army personnel. Weather reports indicate that a thunderstorm was passing the airport at the time of the accident. The probable cause of this accident is the continuation of the approach below minimums without having established formal visual contact with runway references and without adequate monitoring of the aircraft's glide path."
"Date:November 15, 2017","Location:Empakaai, Tanzania",Aboard:11   (passengers:10  crew:1),Fatalities:11   (passengers:10  crew:1),"Summary:The chartered Cessna was flying tourists from Kilimanjaro to Arusha. The plane circled for 30 minuets due to poor weather conditions before crashing. The direct cause of the accident was the uncommanded inflight RH engine propeller blades setting to the angle of minus 1.8� which caused the significant rolling and turning moments, the A/C loss of speed and controllability, and the subsequent with the ground collision."
"Date:December 13, 2017","Location:Near Fond-du-Lac, Saskatchewan",Aboard:25   (passengers:22  crew:3),Fatalities:1   (passengers:1  crew:0),"Summary:Shortly after taking off, the aircraft lost altitude and descended into trees. All 22 passengers and 3 crew survived but there were several injuries. One passenger died two weeks after the accident.  During the descent, the aircraft encountered icing conditions and the anti-icing system was activated. When the anti-icing system was turned off, residual ice remained on portions of the aircraft. When the plane took off again it could not gain altitude and crashed. Also, there was inadequate de icing equipment at the airport."
"Date:December 31, 2017","Location:Punta Islita, Costa Rica",Aboard:12   (passengers:10  crew:2),Fatalities:12   (passengers:10  crew:2),"Summary:The passenger plane crashed 10 minutes after taking off from Punta Islita into a wooded area. Ten American passengers and crew of 2 were all killed. On 1/12/2018 the companies Air Operator certificate was suspended,  According to a hotel worker that was at the airport during the departure, when the accident airplane took off, it did not make the same right turn as the prior airplane but continued on runway heading into terrain."
"Date:January 29, 2018","Location:	Zhengchang, Suiyang County, Guizhou Province",Aboard:12   (passengers:7  crew:5),Fatalities:12   (passengers:7  crew:5),"Summary:While completing a training mission, the airplane crashed in unknown circumstances near the Zhengchang village, in the Guizhou Province."
"Date:February 10, 2018","Location:Grand Canyon, Arizona",Aboard:7   (passengers:6  crew:1),Fatalities:3   (passengers:3  crew:0),Summary:The helicopter was observed making strange manoeuvres before clipping a cliff which snapped off its tail end. The aircraft then plummeted 600ft to the base of a gorge. There were strong winds in the area at the time of the accident.
"Date:February 11, 2018","Location:Argunovo, Russia",Aboard:71   (passengers:65  crew:6),Fatalities:71   (passengers:65  crew:6),"Summary:The regional airliner took off from Moscow at 1422. Six minutes later, after reaching an altitude of 6,000 feet, contact was lost with the aircraft. The plane then lost altitude at an accelerated rate until it impacted the ground and disintegrated. Wreckage was scattered over a wide area of over 1 km. Authorities confirmed the aircraft was intact until the time of impact. There were discrepancies between the air speed readings on the captain's side compared to the standby airspeed indicator. The probable cause was due to erroneous actions of the crew at the stage of climbing in instrument weather conditions from unreliable readings of instrument speed caused by icing  of all three pitot tubes, which led to the loss of control of the aircraft,"
"Date:February 18, 2018","Location:Kohangan village, Iran",Aboard:66   (passengers:60  crew:6),Fatalities:66   (passengers:60  crew:6),"Summary:The airliner was on approach to Yasuj Airport and descending when it crashed into Mt. Dena, 14 miles north of the airport. Poor weather with fog was reported at the time of the accident.  The crew action which caused dangerous conditions for the flight.  Continuing to the Yasouj airport for landing against the operation manual of the company, due to low altitude ceiling of the cloud and related cloud mass. Descending to unauthorized altitude below minimum of the route and MSA."
"Date:March 06, 2018","Location:Latakia, Syria",Aboard:39   (passengers:33  crew:6),Fatalities:39   (passengers:33  crew:6),"Summary:While on approach to Latakia-Khmeimim Air Base, the military transport plane crashed 1,600 feet short of the runway. The aircraft approached with a tail wind and was caught by a windshear on finals."
"Date:March 11, 2018","Location:New York, New York",Aboard:6   (passengers:5  crew:1),Fatalities:5   (passengers:5  crew:0),Summary:The sightseeing helicopter suddenly lost power and crashed in the East River. Two passengers were killed. Three other passengers later died in the hospital.
"Date:March 11, 2018","Location:81 miles SW o fShahre Kurd, Iran",Aboard:11   (passengers:8  crew:3),Fatalities:11   (passengers:8  crew:3),"Summary: While enr oute, the aiircraft impacted the side of a mountain. Before reaching altitude, the left and right airspeed indicators began to diverge by more than 10 knots. The left  airspeed indicator showed an increase while the right hand airspeed indicator showed a decrease. Insufficient operational prerequisites for the management of erratic airspeed indication by the cockpit crew."
"Date:March 12, 2018","Location:Kathmandu, Nepal",Aboard:71   (passengers:67  crew:4),Fatalities:51   (passengers:47  crew:4),"Summary:After getting clearance to land, the aircraft was observed flying low. Soon after, the plane impacted terrain and caught fire. The cause of the accident was due to disorientation and complete loss of situational awareness of the crew. The captain was in a poor mental state. He did not have enough sleep. He had a history of depression, which he concealed when being hired and had just given notice to resign his position over a dispute with another pilot.. The first officer was relatively inexperienced and presumably not in a position to deal with all this."
"Date:April 11, 2018","Location:Boufarik AB, Algeria",Aboard:257   (passengers:247  crew:10),Fatalities:257   (passengers:247  crew:10),Summary:The Algerian military plane crashed soon after takeoff in a field and burst into flames. The plane was totally destroyed.
"Date:April 17, 2018","Location:NW of Philadelphia, Pennsylvania",Aboard:149   (passengers:144  crew:5),Fatalities:1   (passengers:1  crew:0),"Summary:While climbing to FL320, the No. 1 engine suffered an uncontained catastrophic failure. Shrapnel struck and broke a window which resulted in explosive decompression. A woman passenger sitting in the window seat was partially sucked out of the window. Passengers were able to pull her back in the cabin but she was reported in cardiac arrest and soon after died. The crew declared an emergency and landed safely at Philadelphia airport. The accident was caused by a low cycle fatigue crack in the dovetail of fan blade No.13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality."
"Date:May 02, 2018","Location:Port Wentworth, Georgia",Aboard:9   (passengers:0  crew:9),Fatalities:9   (passengers:0  crew:9),"Summary:A Porto Rico Air National Guard plane crashed onto a highway shortly after taking off from Savannah/Hilton International Airport. The aircraft went into a left bank and crashed to the ground. It was flying to Tucson where it was to be decommissioned. The aircraft was over 50 years old. The pilot's improper application of left rudder, which resulted in a subsequent skid below three-engine minimum controllable airspeed, a left-wing stall."
"Date:May 18, 2018","Location:Havana, Cuba",Aboard:113   (passengers:107  crew:6),Fatalities:112   (passengers:106  crew:6),"Summary:After taking off from runway 06 at Havana-Jos� Mart� Airport and while in the initial climb, the airliner initiated a right turn and then descended until it struck power lines and a railway track before disintegrating in a wooded area. The actions of the crew and their errors in the weight and balance calculations, which led to the loss of control and collapse of the aircraft during the takeoff stage."
"Date:June 05, 2018","Location:Near Njabini, Kenya",Aboard:10   (passengers:8  crew:2),Fatalities:10   (passengers:8  crew:2),"Summary:While en route, the aircraft impacted a mountainside. The flight crew's inadequate flight planning and the decision to fly instrument flight rules (IFR) at an altitude below the published Minimum Sector Altitude and their failure to perform an immediate escape maneuver following TAWS alert, which resulted in controlled flight into terrain."
"Date:July 10, 2018","Location:Pretoria, South Africa",Aboard:19   (passengers:16  crew:3),Fatalities:1   (passengers:0  crew:1),"Summary:Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground."
"Date:August 04, 2018","Location:Flims, Switzerland",Aboard:20   (passengers:17  crew:3),Fatalities:20   (passengers:17  crew:3),"Summary:The vintage aircraft crashed onto Piz Segnas mountain while on a sightseeing flight. The plane plunged almost vertically at high speed and crashed at an elevation of 8,000 ft."
"Date:September 17, 2018","Location:Near Latakia-Khmeimim Air Base, Iran",Aboard:15   (passengers:0  crew:15),Fatalities:15   (passengers:0  crew:15),Summary:Crashed into the sea. Hit by a surface-to-air missile from Syrian ground forces.
"Date:September 28, 2018","Location:Chuuk, Micronesia",Aboard:47   (passengers:35  crew:12),Fatalities:1   (passengers:1  crew:0),"Summary:The aircraft was approaching for a landing at Chuuk/Weno Airport in rain when it landed in a lagoon 500 feet short of the runway. A passenger was found in the plane 3 days after the accident. The flight crew did not comply with Air Niugini Standard Operating Procedures Manual (SOPM) and the approach and pre-landing checklists. The flight crew heard, but disregarded, aural alerts (Glideslope and Sink Rate)."
"Date:October 29, 2018","Location:Off Jakarta, Indonesia",Aboard:189   (passengers:181  crew:8),Fatalities:189   (passengers:181  crew:8),"Summary:The airliner crashed into the Jakarta Sea, 13 minutes after taking off from Soekarno-Hatta International Airport. It was on a short 1 hour flight to Pangkal Pinang. After taking off from runway 25L, the aircraft made a climbing left-hand turn after which the crew radioed a request to return too the airport. The aircraft then showed an erratic pattern of flight and began losing altitude until it crashed into the sea, 9 miles off the Jakarta coast. It was reported the plane had problems the night before on a flight from Denpasar to Jakarta. When the 737 Max 8 was designed, it necessitated placing the engines more forward. This gave the plane a tendency to be nose heavy. To compensate for this, the MCAS system was written into the software. No one was told of this, not the pilots or  airlines and did not appear in any manual. The MCAS was activated by the angle-of-attack sensor. The system only depended on one angle-of-attack sensor. If the angle-of attack sensor sensed a nose down attitude, it would adjust the trim and bring the plane to level flight. On the accident plane, the angle-of-attack sensor was faulty and gave false readings which caused the plane to pitch up. It also caused incorrect airspeed and altitude readings. The pilot tried to correct the nose-up attitude, but the system kept pushing the nose up. Eventually the plane�s stall speed was reached, and the plane went into a dive and crashed. A simple disconnect of the stabilizer trim would have solved the problem."
"Date:November 06, 2018","Location:Georgetown, Guyana",Aboard:128   (passengers:120  crew:8),Fatalities:1   (passengers:1  crew:0),"Summary:After taking off and reaching FL200, the crew reported a hydraulic problem and circled back to Georgetown Airport. The aircraft touched down on runway 06 but went off the runway and came to rest against the airport perimeter fence. Six people were injured. One person died of their injuries several days later."
"Date:January 14, 2019","Location:Karaj, Iran",Aboard:16   (passengers:13  crew:3),Fatalities:15   (passengers:13  crew:2),"Summary:The cargo plane was operated by the Iranian Air Force. The plane was to land on runway 30 at Payham Airport but instead landed on runway 31L at Fat'h Airport. Runway 30 is more than twice as long as runway 31L.The plane went off the runway, smashed through an airport wall separating the airport from a residential neighborhood, broke up and caught fire. Only the fight engineer survived."
"Date:February 23, 2019","Location:Houston, Texas",Aboard:3   (passengers:0  crew:3),Fatalities:3   (passengers:0  crew:3),"Summary:ATC lost radar contact with the cargo jet when it was 30 miles southeast of George Bush International Airport. The plane crashed into Trinity Bay and broke apart in muddy water about 5 feet deep.  The probable cause of this accident was the inappropriate response by the first officer as the pilot flying to an inadvertent activation of the go-around mode, which led to his spatial disorientation and nose-down control inputs that placed the airplane in a steep descent from which the crew did not recover. Contributing to the accident was the captain�s failure to adequately monitor the airplane�s flightpath and assume positive control of the airplane to effectively intervene. Also contributing were systemic deficiencies in the aviation industry�s selection and performance measurement practices, which failed to address the first officer�s aptitude-related deficiencies and maladaptive stress response. Also contributing to the accident was the Federal Aviation Administration�s failure to implement the pilot records database in a sufficiently robust and timely manner."
"Date:March 09, 2019","Location:Vereda La Bendicion, Colombia",Aboard:14   (passengers:11  crew:3),Fatalities:14   (passengers:11  crew:3),"Summary:While on approach to land, the crew contacted ATC and declared an emergency after which the airplane crashed in flames in a palm grove, 35 km south of La Vanguardia Airport. The crew reported engine problems."
"Date:March 10, 2019","Location:Bishoftu, Ethiopia",Aboard:157   (passengers:149  crew:8),Fatalities:157   (passengers:149  crew:8),"Summary:The internationally scheduled airliner crashed 6 minutes after taking off from Addis Ababa-Bole Airport. The pilot sent out a distress call and was given clearance to return to the airport. The crash site, some 31 miles southeast of the airport, contained a smoky crater with small pieces of wreckage. When the 737 Max 8 was designed, it necessitated placing the engines more forward. This gave the plane a tendency to be nose heavy. To compensate for this, the MCAS system was written into the software. No one was told of this, not the pilots or  airlines and did not appear in any manual. The MCAS was activated by the angle-of-attack sensor. The system only depended on one angle-of-attack sensor. If the angle-of attack sensor sensed a nose down attitude, it would adjust the trim and bring the plane to level flight. On the accident plane, the angle-of-attack sensor was faulty and gave false readings which caused the plane to pitch up. It also caused incorrect airspeed and altitude readings. The pilot tried to correct the nose-up attitude, but the system kept pushing the nose up. Eventually the plane�s stall speed was reached, and the plane went into a dive and crashed. A simple disconnect of the stabilizer trim would have solved the problem."
"Date:April 16, 2019","Location:Puerto Montt, Chile",Aboard:6   (passengers:5  crew:1),Fatalities:6   (passengers:5  crew:1),"Summary:While the aircraft was in the initial climb, plane lost height and crashed in flames into a house located in a residential area about 400 meters from the airfield."
"Date:May 05, 2019","Location:Near Monclava, Mexico",Aboard:13   (passengers:11  crew:2),Fatalities:13   (passengers:11  crew:2),"Summary:The aircraft crashed while en route on a return trip from Las Vegas to Monterrey, Mexico."
"Date:May 05, 2019","Location:Moscow, Russia",Aboard:78   (passengers:73  crew:5),Fatalities:41   (passengers:40  crew:1),"Summary:Forty-five minutes after taking off from Moscow's Sheremetyevo Airport, the plane returned to make an emergency landing. About 16-21nm west of Sheremetyevo Airport there was a thunderstorm. The aircraft was climbing through 7,900 feet when an electrical failure occurred, the flight control system degraded to 'DIRECT MODE', the autopilot automatically disconnected; the aircraft was in the middle of thunderstorm activity. The captain assumed manual control of the aircraft until the end of the flight. The crew decided to return to Sheremetyevo and performed a manual ILS approach to runway 24L. At the time the aircraft intercepted the glideslope the aircraft�s mass was above the maximum landing weight. The crew deployed the flaps to 25 degrees in accordance with the flight crew operating manual for flight with minimum mode (DIRECT MODE) of the FCS as well as landing above MLW. At 15:26Z the crew set the emergency transponder code. Vapp was determined to be 155 KIAS, the descent on the glideslope was stabilised and without any deviation from Vapp. Descending between 1,100 and 900 feet the crew received 5 cycles of predictive windshear warnings. Descending through 260 feet AGL the aircraft began to deviate below the glide slope, a �GLIDESLOPE� warning occurred. Descending between 180 to 40 feet the engine thrust was increased causing the aircraft to accelerate to 164 knots. At 16 feet AGL the speed was 170 KIAS. A Terrain Awareness Warning System aural signal �Retard� occurred. The engine thrust was reduced to idle. At that point the captain began to apply oscillating pitch inputs with increasing amplitude which changed the pitch angle up to +6 and -2 degrees. The aircraft made a 'three point' touchdown 900 meters past the runway threshold at 158 KIAS and a vertical load of +2.55G and bounced up to 6 feet AGL. The spoilers did not deploy. In DIRECT MODE they are not permitted to operate automatically and need to be extended manually, however the spoilers were not manually extended by the crew. Two seconds after the first touchdown the aircraft touched down a second time with the nose gear first at 155 KIAS and +5.85G. The aircraft bounced off again to 18 feet AGL. A third touchdown occurred at 140 KIAS in excess of +5G resulting in the destruction of the construction, a fuel spill and fire."
"Date:June 03, 2019","Location:Near Lipo, India",Aboard:13   (passengers:5  crew:8),Fatalities:13   (passengers:5  crew:8),Summary:Crashed about 34km WNW of Mechuka.
"Date:July 30, 2019","Location:Rawalpindi, India",Aboard:5   (passengers:0  crew:5),Fatalities:5   (passengers:0  crew:5),"Summary:The Pakistani military plane, on a training flight, crashed into residential structures in Mora Kalu Village on the outskirts of Rawalpindi. The aircraft was destroyed killing 18 people, including the 2 pilots, 3 crew members and 14 civilians on the ground."
"Date:September 11, 2019","Location:Toledo, Ohio",Aboard:2   (passengers:0  crew:2),Fatalities:2   (passengers:0  crew:2),"Summary:The Cargo plane was preparing to land at Toledo when it crash into a truck repair shop, one-half  mile short of the runway. Both persons aboard were killed."
"Date:October 04, 2019","Location:Lviv, Ukraine",Aboard:8   (passengers:1  crew:7),Fatalities:5   (passengers:1  crew:4),"Summary:The chartered cargo plane, planning to stop for refueling at Lviv, and continue on to Istanbul, ran out of fuel and crashed less than a mile from the runway into brush."
"Date:November 24, 2019","Location:Goma, Democratic Republic of Congo",Aboard:19   (passengers:17  crew:2),Fatalities:19   (passengers:17  crew:2),"Summary:The passenger plane crashed about a minute after taking off from Goma Airport into the Mapendo neighborhood,"
"Date:December 27, 2019","Location:Almaty, Kazakhstan",Aboard:98   (passengers:95  crew:3),Fatalities:12   (passengers:11  crew:1),"Summary:While taking off, the tail of the plane struck the runway twice, the aircraft lost altitude, went through a perimeter fence and crashed into a two-story building 700 meters from the end of the runway. There was no fire."
"Date:January 02, 2020","Location:Geneina, Sudan",Aboard:18   (passengers:9  crew:9),Fatalities:18   (passengers:9  crew:9),"Summary:The aircraft crashed shortly after taking off from the airport, killing alll 18 occupants, including three children. The aircraft was returning to Khartoum after delivering medical aid."
"Date:January 08, 2020","Location:Near Shahriah, Iran",Aboard:176   (passengers:167  crew:9),Fatalities:176   (passengers:167  crew:9),"Summary:The plane took off from Tehran International Airport at 06:11. After reaching 20 km from the airport and at an altitude of 7,900 ft. the plane suddenly crashed to the ground. The aircraft disintegrated leaving a 300 m long path of wreckage. A misaligned missile battery, miscommunication between troops and their commanders and a decision to fire without authorization all led to Iran�s Revolutionary Guard shooting down a Ukrainian jetliner."
"Date:February 05, 2020","Location:Istanbul, Turkey",Aboard:177   (passengers:171  crew:6),Fatalities:3   (passengers:3  crew:0),"Summary:While landing duriing high winds and heavey rain on runway 06, the plane suffered a runway excursion. The aircraft overran the runway, went down an embankment and impacted the airport perimeter wall breaking in three. The aircraft came to rest about 20 m below the runway elevation. The last recorded ground speed was 74 mph as the aircraft crossed the perimeter stop way. The airplane landed 1,500 meters past the runway threshold with a tailwind"
"Date:March 29, 2020","Location:Manila, Philippines",Aboard:8   (passengers:5  crew:3),Fatalities:8   (passengers:5  crew:3),"Summary:The air ambulance crashed on takeoff from runway 24 at Ninoy Aquino International Airport while conducting a medical evacuatiion flight. The plane was carrying three medical personnel, three flight crew, a patient and a companion, a senator and head of the Philippine Red Cross,�The decision of the PF to abort the take-off after VR that resulted to runway excursion. Incorrect pilot techniques or procedures in the high-speed rejected take-off. The crew's complacency by skipping required briefing item in the before take-off checklist, in this case, the considerations in the event of a malfunction before/after V1."
"Date:May 22, 2020","Location:Karachi, Pakistan",Aboard:99   (passengers:91  crew:8),Fatalities:97   (passengers:89  crew:8),"Summary:While landing, the aircraft scraped the runway three times. After the third impact, the pilot took the plane into the air. During his attempt to land, the engines oil tanks and fuel pumps were damaged. The plane managed to climb to 1,800 feet. The damage led to the loss of both engines. The crew declared a Mayday. The aircraft then descended fast, almost plunging. The plane impacted a residential area called Model Colony, featuring concrete multistory buildings, 0.74 miles short of runway 25L. The air traffic controller warned the pilots four times that they shouldn�t land as their altitude was not right. When the pilots first tried to land the aircraft, its engines hit the ground, which led to the system supplying lubricant to the engines and they shut down. The report said that engine failure eventually led to the crash. Pilot error. The crash was caused by human error due to a lack of coordination between the crew and air traffic control."
"Date:August 07, 2020","Location:Calicut, India",Aboard:190   (passengers:184  crew:6),Fatalities:20   (passengers:18  crew:2),"Summary:The flight IX344 suffered a runway excursion while landing at Kozhikode-Calicut Airport in heavy rain. The nose section separated from the fuselage after going down a steep slope at the end of the runway. The pilot and copilot were among the dead. Non adherence to SOP by the pilot flying as he continued an unstabilized approach and landed beyond the touchdown zone, half way down the runway, in spite of �Go Around� call by PM which warranted a mandatory Go Around and the failure of the PM to take over controls and execute a Go Around."
